1749,23.820596729819997,16,1
118,1.7031239585137747,0,2
125,1.9165783988599612,0,1
1306,2.7579514800729132,24,3
870,1.653953418302381,4,2
551,5.2396997682270365,6,3
1337,12.239291911560333,12,3
275,4.304580002,1,2
1899,27.712007729687727,45,2
671,2.4604637346226013,12,2
1549,3.015324648754528,7,3
394,6.021310349933562,5,2
1216,2.8274586918724562,12,1
1144,14.455138055400683,15,2
555,6.814521869347012,10,2
1619,23.066161889397552,40,2
1308,14.152579239604076,24,2
1812,8.802652304472193,18,1
267,3.620295488636532,2,2
1576,23.219050478640305,28,1
1309,9.724919422889402,24,1
832,3.4339222817560002,4,3
531,0.3093213960995554,8,2
1304,7.893634416557738,12,2
432,6.068419166354002,4,1
927,17.8116855,20,2
1306,0.7096835539453494,18,2
1779,31.866099635462803,8,2
1191,8.171273018413103,15,2
1459,19.34571494531743,7,2
114,0.396760117,0,3
1833,9.182527378449286,9,3
706,0.9340592247800695,6,3
382,1.7361238150774414,4,2
1196,4.882307145073818,15,1
1756,12.955546372301246,16,1
494,9.438798229337602,10,3
1750,17.62440435551264,24,2
686,12.352241798637394,6,1
1999,10.938325334513944,45,3
1450,7.670793307991851,28,3
1782,30.991400019378474,24,2
1031,6.816818973699265,15,1
1010,16.148579501514586,15,1
1460,27.963547170803107,28,1
942,15.54651924446692,8,3
451,5.919466562,10,1
700,3.9036909473286046,6,2
1293,16.245117899282988,18,2
392,6.1222432530402715,1,3
327,0.612963142,5,3
1207,1.7529992429493262,6,2
1230,20.626613842783918,12,2
288,4.540896263285215,5,3
1016,18.69021985876494,10,3
843,12.421195696927697,4,1
1927,24.532042014988654,18,3
1880,18.371295505921694,18,2
1687,23.503853354260087,16,3
1967,37.06687484115604,18,2
894,6.150110038860994,8,2
264,1.8380213270913632,4,1
652,11.174464111466435,9,2
1932,23.926328710922146,27,2
1379,15.396017259560875,24,1
1163,12.179282967845946,5,2
1906,7.547526551,18,1
907,17.877316966974742,20,3
496,5.3430678969771295,8,3
1832,32.75223069699134,18,3
1334,12.052006899062492,6,3
1645,19.073564630118803,32,3
1123,8.15336372,5,3
1432,3.4743998481908234,28,3
1500,7.801294262895445,7,1
689,3.533680297031134,12,3
1870,23.32776225267226,18,2
1007,6.744809098090406,25,1
983,7.391888319511694,16,3
1289,7.380107067534291,6,2
1985,14.602807140889995,27,1
944,15.595251246161748,20,1
916,18.315684816457384,12,3
645,1.5899118162195918,15,3
980,7.531019811051967,12,2
1177,6.690543206852696,15,1
1373,9.555836290101048,18,1
145,0.15042207189312948,0,2
1149,9.330616072,5,1
841,16.420355353034257,16,1
1582,9.439199676638497,7,2
1950,24.25047801041848,18,1
1176,14.774374146420552,5,2
894,15.91532553874845,4,3
1052,9.954466565558983,15,1
1270,11.905213945717527,18,3
379,4.930316729018009,2,2
1663,8.843580693074177,16,1
1110,15.949478257629172,15,1
1958,31.28793911304047,18,1
806,9.472133418,4,2
1733,21.13588823565153,40,1
787,11.633480759603415,9,1
784,11.196662627311508,12,1
1861,9.270468570756755,9,2
